Designator,Mid X,Mid Y,Rotation,Layer
D1,167.705,-103.426066,180.0,top
J1,160.75,-69.25,90.0,top
J2,134.3085,-86.0,180.0,top
PS1,141.5,-84.0,0.0,top
R1,173.5,-102.5,0.0,top
SW1,132.15,-93.75,0.0,top
